gt,method,gpt-3.5-turbo,alpaca-native,medalpaca-7b
0.6619725,baseline_llm,-1.0,0.0,-1.0
11.186350000000001,baseline_llm,27.5,15.3,24.0
63.44,baseline_llm,80.0,50.5,120.0
104.19,baseline_llm,81.6,34.6,22.5
0.0,baseline_llm,-1.0,22.3,0.0
43.6563,baseline_llm,36.5,25.3,30.0
0.07475000000000001,baseline_llm,-1.0,0.0,0.0
0.0,baseline_llm,0.0,0.0,-1.0
0.0,baseline_llm,-1.0,0.0,0.0
0.0,baseline_llm,-1.0,0.0,0.0
15.369,baseline_llm,44.6,34.6,44.5
0.3174,baseline_llm,2.0,25.3,10.0
0.0,baseline_llm,0.0,22.3,0.0
102.2541,baseline_llm,90.0,66.5,30.5
7.35,baseline_llm,6.5,15.35,12.5
9.2664,baseline_llm,7.5,15.3,-1.0
30.304,baseline_llm,20.4,22.35,32.5
7.4125,baseline_llm,11.5,15.0,12.5
146.106,baseline_llm,135.0,66.5,100.0
0.766605,baseline_llm,1.1,15.5,0.5
17.8728,baseline_llm,45.0,27.3,64.5
45.4104,baseline_llm,75.0,30.0,100.0
0.0,baseline_llm,-1.0,225.3,-1.0
0.0,baseline_llm,-1.0,0.0,0.0
0.0,baseline_llm,-1.0,0.0,-1.0
0.0,baseline_llm,0.0,15.3,0.0
25.4856,baseline_llm,20.0,34.6,38.5
6.52,baseline_llm,13.5,22.6,20.0
40.8564,baseline_llm,105.0,54.5,120.0
0.0,baseline_llm,0.0,0.0,-1.0
1.6005600000000002,baseline_llm,4.5,15.3,2.5
96.6216,baseline_llm,60.0,60.5,30.5
42.091,baseline_llm,44.0,27.3,24.5
0.0,baseline_llm,-1.0,0.0,-1.0
34.992,baseline_llm,20.0,24.8,0.0
87.8112,baseline_llm,108.0,37.5,54.0
24.045,baseline_llm,20.4,25.3,14.5
56.2254,baseline_llm,45.6,30.0,36.5
15.3468,baseline_llm,-1.0,35.3,24.5
0.7776000000000001,baseline_llm,-1.0,24.8,-1.0
9.216,baseline_llm,40.0,24.3,24.5
0.0,baseline_llm,-1.0,22.3,-1.0
4.087,baseline_llm,3.6,24.4,16.5
121.1112,baseline_llm,-1.0,0.0,0.0
3.81375,baseline_llm,3.5,15.3,12.5
0.0,baseline_llm,-1.0,0.0,-1.0
50.3538,baseline_llm,72.0,42.75,34.5
31.5432,baseline_llm,28.0,29.3,24.5
75.554,baseline_llm,36.7,15.5,39.5
11.91315,baseline_llm,10.5,24.3,10.5
9.2175,baseline_llm,11.5,13.9,13.5
0.0,baseline_llm,-1.0,0.0,-1.0
0.0,baseline_llm,-1.0,0.0,-1.0
2.982,baseline_llm,-1.0,21.3,24.5
0.0,baseline_llm,-1.0,0.0,-1.0
78.12,baseline_llm,-1.0,42.5,28.5
0.0,baseline_llm,-1.0,15.3,0.0
99.0528,baseline_llm,-1.0,50.6,50.0
0.0,baseline_llm,-1.0,-1.0,-1.0
0.584,baseline_llm,-1.0,5.3,2.6
0.306,baseline_llm,0.0,27.6,22.5
9.8095,baseline_llm,-1.0,15.3,13.5
82.128,baseline_llm,84.0,40.6,54.5
12.42,baseline_llm,-1.0,15.3,14.5
0.0,baseline_llm,-1.0,0.0,0.0
30.1806,baseline_llm,36.0,24.8,0.0
12.7104,baseline_llm,10.5,30.0,24.5
2.605,baseline_llm,-1.0,25.3,34.5
95.064,baseline_llm,81.0,54.5,108.0
141.939,baseline_llm,-1.0,54.5,60.0
0.6412500000000001,baseline_llm,0.5,15.0,15.0
4.1297,baseline_llm,5.4,24.8,24.0
0.0,baseline_llm,-1.0,0.0,0.0
0.0,baseline_llm,-1.0,0.0,-1.0
119.3478,baseline_llm,-1.0,0.0,-1.0
6.25485,baseline_llm,-1.0,24.8,14.5
5.734,baseline_llm,15.5,22.3,12.5
13.2165,baseline_llm,28.5,28.5,24.5
22.52375,baseline_llm,20.4,15.3,26.5
6.9504,baseline_llm,-1.0,22.3,12.5
30.5473,baseline_llm,38.5,55.5,54.5
138.075,baseline_llm,168.0,60.5,120.0
96.14,baseline_llm,80.0,34.6,34.5
12.50785,baseline_llm,21.5,21.3,24.0
1.15885,baseline_llm,-1.0,-1.0,-1.0
9.2988,baseline_llm,22.5,22.3,24.5
173.9694,baseline_llm,192.0,11.8,36.0
126.3348,baseline_llm,45.75,22.3,42.5
0.4883,baseline_llm,-1.0,15.3,10.5
1.2715,baseline_llm,-1.0,35.5,34.5
13.821,baseline_llm,2.4,15.3,1.5
5.256,baseline_llm,-1.0,0.0,0.0
0.9144,baseline_llm,-1.0,-1.0,-1.0
0.0,baseline_llm,-1.0,0.0,0.0
2.052,baseline_llm,-1.0,22.3,10.0
0.1275,baseline_llm,-1.0,0.0,-1.0
0.0,baseline_llm,-1.0,0.0,0.0
9.037,baseline_llm,-1.0,27.3,80.0
6.3,baseline_llm,12.6,15.3,18.5
69.201,baseline_llm,81.0,21.3,64.5
79.814,baseline_llm,56.0,27.3,24.5
99.55,baseline_llm,80.0,50.5,80.0
7.9373000000000005,baseline_llm,21.0,15.3,12.5
53.73,baseline_llm,-1.0,-1.0,-1.0
0.91854,baseline_llm,0.0,23.8,12.5
147.45,baseline_llm,135.0,55.5,84.5
0.0,baseline_llm,-1.0,24.5,24.5
49.725,baseline_llm,51.0,0.0,120.0
9.83178,baseline_llm,15.6,15.3,12.5
0.0,baseline_llm,-1.0,15.3,32.4
3.88512,baseline_llm,3.6,15.3,-1.0
13.9444,baseline_llm,31.5,22.3,24.5
0.0,baseline_llm,-1.0,22.3,0.0
63.536,baseline_llm,60.0,22.3,64.5
0.0,baseline_llm,-1.0,22.3,12.5
3.556,baseline_llm,-1.0,25.3,12.5
0.0,baseline_llm,-1.0,0.0,0.0
7.2632,baseline_llm,-1.0,15.6,10.0
131.058,baseline_llm,108.0,69.3,-1.0
0.0,baseline_llm,-1.0,15.3,0.0
33.3882,baseline_llm,-1.0,22.3,-1.0
17.37054,baseline_llm,45.0,30.0,60.0
7.6425,baseline_llm,-1.0,24.6,100.0
147.252,baseline_llm,-1.0,60.0,64.5
70.3308,baseline_llm,45.0,30.0,34.5
0.7853500000000001,baseline_llm,-1.0,15.3,0.0
0.0,baseline_llm,-1.0,15.3,0.0
88.627,baseline_llm,96.6,34.6,64.5
4.80975,baseline_llm,10.5,25.3,12.5
0.0,baseline_llm,-1.0,0.0,0.0
25.4324,baseline_llm,-1.0,54.5,54.5
3.1432,baseline_llm,21.5,15.5,16.5
34.33455,baseline_llm,38.5,26.5,24.5
22.9842,baseline_llm,-1.0,28.5,24.5
59.7495,baseline_llm,-1.0,22.3,-1.0
29.88657,baseline_llm,-1.0,24.3,-1.0
17.02575,baseline_llm,27.5,21.35,28.5
0.0,baseline_llm,-1.0,0.0,-1.0
0.0,baseline_llm,-1.0,0.0,0.0
44.208,baseline_llm,-1.0,25.3,28.5
0.0,baseline_llm,0.0,27.3,0.0
17.2026,baseline_llm,-1.0,22.3,22.5
99.792,baseline_llm,-1.0,55.3,120.0
81.9072,baseline_llm,-1.0,31.3,34.5
6.6746,baseline_llm,14.5,15.3,12.5
3.375,baseline_llm,-1.0,0.0,-1.0
0.0,baseline_llm,0.0,0.0,0.0
0.0,baseline_llm,-1.0,25.3,12.5
0.0,baseline_llm,-1.0,0.0,12.5
0.7524000000000001,baseline_llm,-1.0,25.3,24.5
265.5088,baseline_llm,-1.0,50.5,60.0
225.664,baseline_llm,216.0,25.3,100.0
5.1075,baseline_llm,-1.0,27.3,-1.0
3.24,baseline_llm,3.6,0.0,0.0
6.2248,baseline_llm,19.6,15.3,14.5
26.248,baseline_llm,29.5,27.3,28.5
84.621,baseline_llm,-1.0,26.3,240.0
85.10105,baseline_llm,-1.0,34.6,30.0
26.532,baseline_llm,48.0,42.75,60.0
0.0,baseline_llm,-1.0,15.3,-1.0
2.803,baseline_llm,-1.0,0.0,-1.0
15.6618,baseline_llm,-1.0,29.3,25.3
1.7016,baseline_llm,-1.0,22.8,0.0
6.3532,baseline_llm,15.5,21.3,14.5
28.8388,baseline_llm,80.0,27.3,24.5
0.0,baseline_llm,0.0,0.0,0.0
51.1275,baseline_llm,57.0,30.0,120.0
3.4844,baseline_llm,4.8,0.0,0.0
1.001925,baseline_llm,3.5,15.9,0.0
0.0,baseline_llm,0.0,0.0,0.0
1.5584,baseline_llm,-1.0,25.3,24.5
0.432,baseline_llm,5.9,15.3,12.5
85.514,baseline_llm,-1.0,66.5,120.0
8.8226,baseline_llm,12.0,25.3,24.5
18.746,baseline_llm,22.0,27.3,24.5
2.0856,baseline_llm,-1.0,15.3,0.0
6.6,baseline_llm,-1.0,25.3,24.5
0.0,baseline_llm,-1.0,0.0,0.0
25.97,baseline_llm,24.0,29.5,18.5
19.6794,baseline_llm,-1.0,22.3,24.5
241.5075,baseline_llm,-1.0,66.5,100.0
52.1325,baseline_llm,84.5,45.3,30.0
92.4288,baseline_llm,30.0,66.5,64.5
0.0,baseline_llm,-1.0,15.3,-1.0
0.0,baseline_llm,-1.0,22.3,0.0
11.0776,baseline_llm,22.4,15.3,12.6
296.829,baseline_llm,-1.0,24.5,24.5
0.25012,baseline_llm,-1.0,0.0,0.0
36.285,baseline_llm,20.0,66.5,32.5
34.4512,baseline_llm,50.0,22.3,-1.0
76.0518,baseline_llm,-1.0,66.5,64.5
6.081,baseline_llm,13.5,21.35,10.0
51.996,baseline_llm,-1.0,49.5,100.0
0.0,baseline_llm,-1.0,0.0,-1.0
0.0,baseline_llm,0.0,0.0,0.0
2.21235,baseline_llm,-1.0,15.35,12.5
0.0,baseline_llm,-1.0,15.3,0.0
45.08,baseline_llm,42.0,42.6,60.0
36.288,baseline_llm,39.6,45.3,42.5
0.4012,baseline_llm,0.2,15.0,3.8
97.049,baseline_llm,-1.0,24.5,12.5
0.0,baseline_llm,0.0,0.0,0.0
33.03,baseline_llm,-1.0,0.0,-1.0
121.8672,baseline_llm,-1.0,51.3,64.5
0.0765,baseline_llm,-1.0,0.0,12.5
16.988,baseline_llm,-1.0,15.3,24.5
3.6438,baseline_llm,-1.0,25.3,-1.0
60.81305,baseline_llm,37.5,25.3,34.5
94.1688,baseline_llm,93.6,30.0,30.0
95.37,baseline_llm,-1.0,27.5,24.5
43.8291,baseline_llm,-1.0,15.3,12.5
57.888,baseline_llm,-1.0,50.5,64.5
99.0794,baseline_llm,-1.0,50.5,48.5
2.26394,baseline_llm,-1.0,15.35,-1.0
0.0,baseline_llm,-1.0,0.0,-1.0
32.7264,baseline_llm,-1.0,15.3,0.0
2.31714,baseline_llm,-1.0,15.0,-1.0
57.06855,baseline_llm,20.5,26.3,28.5
192.939,baseline_llm,-1.0,45.3,32.5
0.759,baseline_llm,-1.0,0.0,0.0
0.0,baseline_llm,-1.0,22.3,24.5
191.619,baseline_llm,-1.0,30.0,60.0
38.6805,baseline_llm,45.0,29.5,24.5
66.81,baseline_llm,38.4,45.3,-1.0
0.0,baseline_llm,-1.0,0.0,0.0
43.493,baseline_llm,45.5,21.35,34.5
63.017,baseline_llm,-1.0,25.3,24.5
11.85912,baseline_llm,6.3,15.0,12.5
24.206,baseline_llm,15.5,21.3,28.5
0.5085000000000001,baseline_llm,-1.0,15.3,0.0
26.7388,baseline_llm,-1.0,22.3,24.5
115.3521,baseline_llm,225.0,54.5,105.0
2.232,baseline_llm,6.2,15.5,12.5
3.969,baseline_llm,-1.0,30.0,25.3
577.9404,baseline_llm,-1.0,32.6,-1.0
4.872,baseline_llm,-1.0,22.5,12.5
23.2434,baseline_llm,22.5,25.3,24.5
137.974,baseline_llm,48.0,24.8,34.5
17.8038,baseline_llm,16.0,16.3,1.5
76.7368,baseline_llm,28.0,55.5,120.0
126.48,baseline_llm,-1.0,40.0,60.0
0.0,baseline_llm,-1.0,0.0,-1.0
5.724,baseline_llm,-1.0,25.3,34.5
5.19915,baseline_llm,20.0,22.3,24.5
0.1912,baseline_llm,-1.0,5.3,0.8
3.938,baseline_llm,12.4,15.3,12.5
0.735,baseline_llm,-1.0,15.3,0.0
4.7462,baseline_llm,-1.0,42.5,32.5
67.469,baseline_llm,56.6,14.9,-1.0
6.993,baseline_llm,6.5,2.8,10.5
24.9744,baseline_llm,-1.0,25.3,24.5
19.2759,baseline_llm,-1.0,28.5,34.5
0.0,baseline_llm,-1.0,0.0,-1.0
11.6112,baseline_llm,22.0,0.0,-1.0
0.0,baseline_llm,-1.0,225.5,-1.0
66.759,baseline_llm,90.6,21.3,60.0
71.7668,baseline_llm,120.0,35.6,34.5
0.4335,baseline_llm,-1.0,0.0,-1.0
7.2,baseline_llm,-1.0,24.3,-1.0
0.0,baseline_llm,-1.0,-1.0,-1.0
16.5,baseline_llm,15.5,21.3,30.0
38.64,baseline_llm,102.0,61.5,60.0
74.2224,baseline_llm,80.0,120.0,120.0
264.96,baseline_llm,220.0,66.5,64.5
10.134,baseline_llm,18.5,27.3,34.5
275.52,baseline_llm,-1.0,66.5,120.0
9.94,baseline_llm,17.5,26.5,24.5
0.0,baseline_llm,-1.0,0.0,0.0
94.8276,baseline_llm,-1.0,34.6,34.5
36.414,baseline_llm,-1.0,22.3,120.0
1.4455,baseline_llm,2.5,15.3,12.5
0.0,baseline_llm,-1.0,0.0,-1.0
6.149,baseline_llm,-1.0,22.5,-1.0
66.132,baseline_llm,45.0,25.3,-1.0
0.0,baseline_llm,-1.0,22.3,12.5
42.93,baseline_llm,6.6,13.6,13.5
28.7742,baseline_llm,-1.0,0.0,0.0
0.852,baseline_llm,-1.0,3.3,0.0
77.665,baseline_llm,60.0,66.5,100.0
59.43,baseline_llm,-1.0,55.5,54.5
56.1246,baseline_llm,44.0,34.6,32.5
2.9699999999999998,baseline_llm,-1.0,15.3,-1.0
25.4775,baseline_llm,22.5,21.3,38.5
19.6672,baseline_llm,-1.0,25.3,18.0
0.0,baseline_llm,-1.0,0.0,0.0
25.844,baseline_llm,-1.0,42.7,28.5
36.732,baseline_llm,36.0,42.5,60.0
6.1965,baseline_llm,27.6,21.3,18.5
134.244,baseline_llm,-1.0,54.5,108.0
11.856,baseline_llm,6.6,12.5,-1.0
50.8872,baseline_llm,48.0,66.5,64.5
47.172,baseline_llm,-1.0,22.8,120.0
14.949,baseline_llm,35.0,27.3,27.5
31.72365,baseline_llm,42.6,22.3,34.5
104.31,baseline_llm,-1.0,50.5,67.5
0.0,baseline_llm,-1.0,15.3,0.0
31.8465,baseline_llm,-1.0,34.5,34.5
66.663,baseline_llm,105.0,60.0,60.0
10.5558,baseline_llm,9.5,25.3,10.0
132.0,baseline_llm,90.0,60.0,120.0
98.604,baseline_llm,-1.0,27.3,-1.0
116.049,baseline_llm,120.0,60.5,102.5
20.46,baseline_llm,6.2,15.3,12.5
96.696,baseline_llm,96.0,50.5,48.0
3.013,baseline_llm,6.5,15.3,12.5
27.3438,baseline_llm,37.5,35.3,42.5
31.926,baseline_llm,27.0,8.0,-1.0
39.94,baseline_llm,-1.0,25.3,-1.0
140.55,baseline_llm,-1.0,66.5,64.5
85.68,baseline_llm,198.0,27.3,108.0
1.21338,baseline_llm,1.5,15.5,0.5
15.562,baseline_llm,30.0,29.5,34.5
0.0,baseline_llm,-1.0,0.0,0.0
58.59,baseline_llm,72.0,66.5,84.5
23.835,baseline_llm,15.0,15.6,13.5
58.065,baseline_llm,-1.0,22.5,-1.0
12.963,baseline_llm,20.0,27.3,22.5
29.664,baseline_llm,-1.0,54.5,0.0
0.3468,baseline_llm,0.0,15.0,15.0
0.63,baseline_llm,0.0,24.75,-1.0
20.52,baseline_llm,-1.0,30.0,12.5
0.018000000000000002,baseline_llm,0.0,15.3,0.0
13.23,baseline_llm,-1.0,22.3,0.0
0.0,baseline_llm,-1.0,0.0,0.0
28.697400000000002,baseline_llm,-1.0,5.3,3.5
2.548,baseline_llm,-1.0,15.3,12.5
75.8784,baseline_llm,81.6,34.8,64.5
7.9665,baseline_llm,14.5,24.5,24.5
62.1248,baseline_llm,60.0,34.6,64.5
9.7216,baseline_llm,-1.0,15.3,0.0
70.752,baseline_llm,96.0,54.5,48.0
24.4913,baseline_llm,15.0,21.3,22.5
0.0,baseline_llm,0.0,27.3,0.0
40.3704,baseline_llm,72.6,55.8,26.5
0.0,baseline_llm,0.0,15.3,14.5
66.978,baseline_llm,45.6,34.8,34.5
46.602,baseline_llm,48.0,29.3,24.5
8.023,baseline_llm,0.0,0.0,0.0
18.705,baseline_llm,45.6,50.5,32.5
0.0,baseline_llm,-1.0,-1.0,-1.0
15.1159,baseline_llm,23.5,25.3,24.5
6.704,baseline_llm,10.6,6.5,12.5
0.0,baseline_llm,0.0,0.0,0.0
252.72,baseline_llm,-1.0,29.5,84.5
3.81,baseline_llm,10.5,20.5,12.0
49.6018,baseline_llm,-1.0,27.6,64.5
0.0,baseline_llm,-1.0,0.0,-1.0
61.08,baseline_llm,118.6,51.8,108.0
0.0,baseline_llm,-1.0,0.0,0.0
5.1336,baseline_llm,14.2,24.8,12.5
2.24,baseline_llm,-1.0,34.6,24.5
29.624,baseline_llm,36.0,22.6,24.5
6.9669,baseline_llm,-1.0,22.3,12.0
91.476,baseline_llm,120.0,45.3,68.5
0.0,baseline_llm,-1.0,12.5,0.0
0.0,baseline_llm,-1.0,0.0,0.0
12.051,baseline_llm,-1.0,21.3,32.5
270.342,baseline_llm,-1.0,0.0,100.0
2.409,baseline_llm,-1.0,0.0,-1.0
3.64,baseline_llm,-1.0,-1.0,-1.0
14.7112,baseline_llm,-1.0,25.3,30.0
52.5312,baseline_llm,-1.0,29.3,-1.0
4.032,baseline_llm,-1.0,45.3,0.0
1.08,baseline_llm,-1.0,0.0,-1.0
10.48524,baseline_llm,-1.0,65.5,60.0
21.915,baseline_llm,-1.0,12.5,14.5
6.39585,baseline_llm,5.2,15.3,12.5
79.632,baseline_llm,96.0,50.5,120.0
58.422,baseline_llm,45.0,69.3,100.0
5.509,baseline_llm,-1.0,25.3,24.5
61.9692,baseline_llm,-1.0,45.3,48.0
14.382,baseline_llm,20.0,29.3,24.0
31.2576,baseline_llm,24.0,50.6,48.0
69.6426,baseline_llm,168.0,66.5,120.0
3.9,baseline_llm,3.5,2.6,0.0
126.495,baseline_llm,-1.0,50.5,120.0
129.4227,baseline_llm,231.0,61.3,64.5
0.0,baseline_llm,-1.0,0.0,-1.0
0.0,baseline_llm,-1.0,25.3,24.5
0.0,baseline_llm,-1.0,0.0,-1.0
48.714,baseline_llm,45.0,38.5,64.5
21.18,baseline_llm,-1.0,27.3,240.0
12.6105,baseline_llm,-1.0,28.5,0.0
0.0,baseline_llm,-1.0,0.0,0.0
0.0,baseline_llm,-1.0,-1.0,-1.0
0.0,baseline_llm,-1.0,0.0,-1.0
0.0,baseline_llm,-1.0,0.0,-1.0
55.65,baseline_llm,96.0,34.6,34.5
171.0,baseline_llm,-1.0,22.8,120.0
3.45975,baseline_llm,4.9,15.3,12.5
16.0286,baseline_llm,22.5,45.5,30.5
0.0,baseline_llm,-1.0,0.0,0.0
31.9056,baseline_llm,-1.0,0.0,-1.0
111.74365,baseline_llm,-1.0,42.6,38.5
0.0,baseline_llm,-1.0,22.3,24.0
18.72,baseline_llm,15.6,26.5,-1.0
76.738,baseline_llm,-1.0,42.7,60.0
2.31,baseline_llm,1.5,15.3,0.0
4.11008,baseline_llm,3.2,24.8,14.4
0.0,baseline_llm,-1.0,0.0,-1.0
86.4588,baseline_llm,-1.0,66.5,64.5
75.4306,baseline_llm,96.0,50.5,48.0
1.53295,baseline_llm,10.5,15.0,12.5
0.0,baseline_llm,0.0,0.0,0.0
15.3,baseline_llm,-1.0,25.3,24.5
54.635,baseline_llm,-1.0,59.5,54.5
28.119,baseline_llm,0.0,27.5,-1.0
13.85475,baseline_llm,22.5,20.3,22.5
0.0,baseline_llm,0.0,0.0,0.0
0.0,baseline_llm,-1.0,0.0,0.0
3.75921,baseline_llm,-1.0,1.5,0.0
21.76,baseline_llm,32.0,24.5,-1.0
2.1165,baseline_llm,0.0,25.3,-1.0
0.0,baseline_llm,-1.0,0.0,0.0
1.7384,baseline_llm,0.0,0.0,0.0
