gt,method,gpt-3.5-turbo,alpaca-native,medalpaca-7b
30.0,baseline_llm,17.0,24.6,28.5
0.42,baseline_llm,1.5,24.35,-1.0
79.31,baseline_llm,72.0,34.3,100.0
90.32,baseline_llm,-1.0,34.3,32.5
56.67,baseline_llm,54.0,29.5,28.5
49.12,baseline_llm,52.0,29.2,64.5
12.92,baseline_llm,26.0,34.2,34.5
45.39,baseline_llm,-1.0,32.4,100.0
20.0,baseline_llm,15.0,22.35,30.5
17.88,baseline_llm,-1.0,66.5,100.0
42.05,baseline_llm,-1.0,50.0,66.5
77.5,baseline_llm,129.0,29.3,66.5
4.26,baseline_llm,15.5,25.3,24.5
24.18,baseline_llm,-1.0,45.3,24.5
21.43,baseline_llm,-1.0,22.3,-1.0
35.0,baseline_llm,-1.0,15.3,64.5
22.35,baseline_llm,-1.0,29.2,42.5
83.33,baseline_llm,-1.0,25.3,120.0
1.79,baseline_llm,-1.0,25.3,0.0
57.14,baseline_llm,54.0,100.0,100.0
0.0,baseline_llm,0.0,0.0,0.0
62.5,baseline_llm,-1.0,15.3,0.0
5.66,baseline_llm,0.0,15.35,-1.0
21.25,baseline_llm,20.3,27.3,27.5
73.85,baseline_llm,72.0,21.35,58.5
35.56,baseline_llm,57.0,82.4,66.5
0.0,baseline_llm,0.0,0.0,0.0
0.0,baseline_llm,-1.0,0.0,0.0
2.46,baseline_llm,-1.0,100.0,-1.0
83.33,baseline_llm,-1.0,26.5,64.5
0.0,baseline_llm,0.0,0.0,-1.0
15.0,baseline_llm,25.5,27.3,24.5
30.0,baseline_llm,-1.0,25.3,-1.0
63.33,baseline_llm,-1.0,26.3,60.0
66.67,baseline_llm,68.0,25.3,28.5
80.0,baseline_llm,44.5,15.35,22.5
6.94,baseline_llm,8.5,25.3,25.3
95.0,baseline_llm,27.0,25.3,26.5
11.67,baseline_llm,26.0,25.3,28.5
73.91,baseline_llm,24.0,26.5,28.5
19.22,baseline_llm,-1.0,0.0,-1.0
28.0,baseline_llm,-1.0,25.3,28.5
76.67,baseline_llm,73.5,54.5,100.0
3.5700000000000003,baseline_llm,-1.0,15.0,-1.0
59.15,baseline_llm,40.0,25.3,34.5
30.95,baseline_llm,28.0,31.6,27.0
10.42,baseline_llm,22.0,15.35,24.5
0.0,baseline_llm,-1.0,0.0,0.0
63.33,baseline_llm,50.0,24.3,24.5
33.33,baseline_llm,16.0,24.3,0.0
60.71,baseline_llm,54.0,25.3,30.5
15.79,baseline_llm,23.0,45.3,34.5
13.33,baseline_llm,-1.0,0.0,-1.0
14.0,baseline_llm,-1.0,-1.0,-1.0
13.0,baseline_llm,-1.0,25.3,24.5
94.55,baseline_llm,-1.0,25.3,29.5
26.13,baseline_llm,-1.0,26.3,28.0
75.0,baseline_llm,-1.0,25.3,24.5
2.92,baseline_llm,24.0,25.3,27.5
15.48,baseline_llm,20.5,55.3,120.0
16.3,baseline_llm,-1.0,45.3,0.0
13.33,baseline_llm,-1.0,24.8,-1.0
0.0,baseline_llm,0.0,0.0,-1.0
73.21,baseline_llm,-1.0,55.8,52.5
8.24,baseline_llm,17.8,15.35,18.5
4.55,baseline_llm,8.0,14.9,0.0
10.0,baseline_llm,-1.0,0.0,-1.0
3.5700000000000003,baseline_llm,1.0,15.3,0.0
73.73,baseline_llm,-1.0,66.5,100.0
34.29,baseline_llm,-1.0,22.35,52.5
13.33,baseline_llm,-1.0,-1.0,-1.0
38.33,baseline_llm,25.0,24.6,22.5
36.67,baseline_llm,3.5,25.3,0.0
9.38,baseline_llm,-1.0,24.8,12.5
3.5700000000000003,baseline_llm,6.5,25.3,22.0
3.5700000000000003,baseline_llm,2.0,29.3,12.5
14.0,baseline_llm,-1.0,34.8,24.5
4.0,baseline_llm,-1.0,28.8,12.5
58.54,baseline_llm,-1.0,25.3,26.5
67.39,baseline_llm,-1.0,27.6,64.5
8.93,baseline_llm,25.0,55.8,50.0
5.45,baseline_llm,-1.0,15.3,14.5
32.86,baseline_llm,-1.0,34.3,68.5
0.0,baseline_llm,1.1,15.0,15.0
56.14,baseline_llm,-1.0,22.65,52.0
77.27,baseline_llm,-1.0,34.3,64.0
15.93,baseline_llm,21.0,21.8,24.0
11.25,baseline_llm,22.0,34.25,24.5
10.15,baseline_llm,-1.0,25.3,24.5
20.0,baseline_llm,75.0,15.35,16.5
51.16,baseline_llm,46.0,35.8,66.5
5.83,baseline_llm,-1.0,15.3,0.0
50.59,baseline_llm,-1.0,21.35,28.0
20.87,baseline_llm,15.0,55.5,64.5
40.0,baseline_llm,50.0,55.8,67.5
60.71,baseline_llm,45.0,25.3,48.5
80.36,baseline_llm,76.0,66.5,54.5
76.0,baseline_llm,80.0,55.8,24.0
37.78,baseline_llm,-1.0,25.3,28.5
12.22,baseline_llm,23.0,25.3,24.0
34.62,baseline_llm,33.0,26.2,28.0
50.0,baseline_llm,30.0,24.6,27.5
59.65,baseline_llm,-1.0,28.8,44.5
50.0,baseline_llm,57.0,55.8,-1.0
30.14,baseline_llm,20.0,29.2,28.5
10.0,baseline_llm,0.0,15.8,0.0
65.0,baseline_llm,-1.0,29.2,100.0
50.0,baseline_llm,-1.0,25.3,100.0
90.48,baseline_llm,24.0,34.2,64.5
10.83,baseline_llm,-1.0,25.3,28.5
0.0,baseline_llm,-1.0,25.3,0.0
8.83,baseline_llm,15.5,29.5,0.0
44.44,baseline_llm,57.0,25.3,28.5
27.42,baseline_llm,45.0,27.6,28.5
0.0,baseline_llm,-1.0,66.5,25.3
25.0,baseline_llm,-1.0,24.4,0.0
3.5700000000000003,baseline_llm,2.0,29.8,0.0
5.73,baseline_llm,5.0,26.25,12.7
19.57,baseline_llm,38.0,29.5,64.0
100.0,baseline_llm,-1.0,35.3,100.0
16.51,baseline_llm,-1.0,22.6,12.5
76.32,baseline_llm,81.0,24.8,-1.0
64.29,baseline_llm,-1.0,26.3,66.5
24.14,baseline_llm,20.0,24.3,28.5
9.32,baseline_llm,20.0,34.8,48.5
2.08,baseline_llm,25.0,25.3,34.5
20.83,baseline_llm,15.0,24.8,28.5
44.87,baseline_llm,-1.0,27.3,64.0
35.0,baseline_llm,30.0,55.8,62.5
11.43,baseline_llm,24.0,24.8,28.0
20.0,baseline_llm,-1.0,0.0,-1.0
31.25,baseline_llm,40.0,34.8,100.0
7.58,baseline_llm,-1.0,45.3,30.0
28.12,baseline_llm,6.0,100.0,100.0
81.58,baseline_llm,52.5,55.8,60.0
2.7,baseline_llm,-1.0,25.3,24.5
5.21,baseline_llm,-1.0,55.5,100.0
77.55,baseline_llm,44.5,55.5,48.0
50.0,baseline_llm,20.0,25.3,22.5
5.71,baseline_llm,-1.0,22.3,0.0
72.41,baseline_llm,54.0,24.3,28.5
7.14,baseline_llm,-1.0,25.3,20.0
