gt,method,gpt-3.5-turbo,alpaca-native,medalpaca-7b
0.0,cot_llm,-1.0,7.65,0.0
167.495,cot_llm,22.0,2.0,40.0
2.69952,cot_llm,2.1,12.0,1.0
43.432,cot_llm,52.0,24.0,12.0
6.1243,cot_llm,4.2,13.0,12.0
10.388,cot_llm,9.0,15.0,14.0
1.7686000000000002,cot_llm,2.7,13.0,1.0
6.822,cot_llm,6.6,15.0,22.0
64.464,cot_llm,21.0,63.0,74.0
38.87,cot_llm,30.0,32.0,22.5
236.716,cot_llm,65.0,54.0,64.0
12.8064,cot_llm,7.2,27.0,0.0
4.752,cot_llm,10.0,15.0,12.0
13.496,cot_llm,0.0,14.0,0.0
0.7425,cot_llm,-1.0,3.0,2.0
53.8332,cot_llm,-1.0,25.0,7.0
9.2538,cot_llm,-1.0,15.0,100.0
5.829,cot_llm,7.0,27.0,24.0
19.0437,cot_llm,20.0,24.0,26.0
14.505,cot_llm,4.0,2.0,0.0
16.5348,cot_llm,12.0,27.0,-1.0
2.0305,cot_llm,3.5,15.0,0.0
0.0,cot_llm,0.0,0.0,5.0
0.0,cot_llm,0.0,0.0,0.0
0.0,cot_llm,0.0,0.0,0.0
0.0,cot_llm,0.0,14.6,0.0
0.688905,cot_llm,2.0,0.0,0.0
33.872,cot_llm,24.0,27.0,49.0
12.1765,cot_llm,12.0,37.5,12.0
1.764,cot_llm,2.0,22.0,40.0
0.0,cot_llm,0.0,0.0,0.0
102.9882,cot_llm,174.0,23.0,140.0
42.3437,cot_llm,20.0,24.0,28.0
27.6098,cot_llm,34.0,25.0,30.0
29.2875,cot_llm,29.0,13.0,13.0
28.036,cot_llm,24.0,22.0,44.0
45.1906,cot_llm,57.0,29.0,38.0
71.5275,cot_llm,40.0,54.5,60.0
9.4677,cot_llm,6.0,5.0,5.0
0.0,cot_llm,0.0,27.0,0.0
