gt,method,gpt-3.5-turbo,alpaca-native,medalpaca-7b
0.0,baseline_llm,-1.0,22.3,0.0
16.1865,baseline_llm,-1.0,34.5,24.5
0.2096666667,baseline_llm,-1.0,-1.0,-1.0
0.0,baseline_llm,-1.0,0.0,0.0
47.718,baseline_llm,-1.0,22.6,24.5
53.9784,baseline_llm,63.0,37.5,34.5
41.444865,baseline_llm,-1.0,2.3,-1.0
0.0,baseline_llm,-1.0,-1.0,-1.0
34.47,baseline_llm,-1.0,0.0,-1.0
49.4991,baseline_llm,-1.0,27.3,64.5
74.4,baseline_llm,-1.0,154.8,-1.0
67.524,baseline_llm,-1.0,105.5,-1.0
17.9751,baseline_llm,-1.0,34.6,30.0
0.0,baseline_llm,-1.0,22.5,24.5
127.998,baseline_llm,-1.0,34.6,124.0
18.207,baseline_llm,-1.0,0.0,0.0
2.189,baseline_llm,4.4,15.0,15.0
1.1475,baseline_llm,0.0,15.3,0.0
8.788,baseline_llm,30.0,27.3,24.5
69.0368,baseline_llm,-1.0,55.5,120.0
80.032,baseline_llm,-1.0,66.5,102.5
58.8318,baseline_llm,45.0,30.0,34.5
1.8711000000000002,baseline_llm,1.5,15.3,1.5
35.868,baseline_llm,39.0,26.25,0.0
14.61,baseline_llm,3.2,12.5,14.5
0.8122275,baseline_llm,6.5,15.3,10.0
0.09040000000000001,baseline_llm,0.0,0.0,0.0
50.082,baseline_llm,-1.0,15.3,120.0
7.595,baseline_llm,-1.0,15.3,10.5
91.3472,baseline_llm,96.0,45.3,44.5
83.5605,baseline_llm,72.0,50.5,100.0
147.2625,baseline_llm,105.0,45.3,108.0
33.0304,baseline_llm,40.0,45.3,44.5
9.7438,baseline_llm,36.0,29.3,24.5
0.0070833333,baseline_llm,0.0,0.0,0.0
0.0,baseline_llm,-1.0,0.0,-1.0
105.777,baseline_llm,81.6,26.3,24.5
88.244,baseline_llm,-1.0,45.5,24.5
41.118,baseline_llm,-1.0,55.5,44.5
73.575,baseline_llm,255.0,60.0,105.0
0.021500000000000002,baseline_llm,-1.0,0.0,0.0
34.608,baseline_llm,44.0,42.5,64.5
13.7145,baseline_llm,-1.0,15.0,24.5
79.6192,baseline_llm,-1.0,45.3,38.5
36.304,baseline_llm,72.0,24.5,100.0
0.0,baseline_llm,-1.0,0.0,-1.0
14.987,baseline_llm,15.5,20.5,12.5
1.18627,baseline_llm,3.5,24.8,-1.0
360.249,baseline_llm,-1.0,30.0,100.0
29.9008,baseline_llm,31.5,22.3,14.5
14.496,baseline_llm,27.0,24.8,-1.0
8.2128,baseline_llm,10.5,24.5,12.5
20.52,baseline_llm,26.7,34.5,32.5
23.652,baseline_llm,72.6,50.5,60.0
0.0,baseline_llm,-1.0,-1.0,-1.0
502.485,baseline_llm,315.0,125.5,120.0
1.34976,baseline_llm,1.5,15.3,-1.0
21.716,baseline_llm,-1.0,24.8,12.5
3.06215,baseline_llm,4.9,15.3,12.5
31.164,baseline_llm,15.0,0.0,0.0
0.8843000000000001,baseline_llm,6.5,22.3,12.5
20.466,baseline_llm,15.6,26.5,28.5
193.392,baseline_llm,-1.0,54.5,120.0
19.435,baseline_llm,-1.0,34.6,24.5
473.432,baseline_llm,-1.0,66.5,-1.0
6.4032,baseline_llm,6.4,29.3,0.0
9.504,baseline_llm,-1.0,25.3,24.0
6.748,baseline_llm,-1.0,0.0,-1.0
0.37125,baseline_llm,-1.0,20.0,15.0
161.4996,baseline_llm,-1.0,120.0,120.0
4.6269,baseline_llm,-1.0,15.35,16.5
2.9145000000000003,baseline_llm,-1.0,25.3,-1.0
9.52185,baseline_llm,20.0,21.3,24.5
43.515,baseline_llm,15.6,0.0,-1.0
8.2674,baseline_llm,8.5,5.3,1.6
4.061,baseline_llm,6.5,15.3,12.5
0.0,baseline_llm,-1.0,0.0,0.0
0.0,baseline_llm,0.0,0.0,0.0
0.0,baseline_llm,-1.0,15.3,12.5
0.0,baseline_llm,-1.0,24.6,0.0
0.3444525,baseline_llm,6.5,0.0,0.0
101.616,baseline_llm,72.0,55.5,64.5
24.353,baseline_llm,24.0,24.8,12.5
5.292,baseline_llm,6.6,0.0,24.5
0.0,baseline_llm,-1.0,-1.0,-1.0
205.9764,baseline_llm,168.0,27.3,120.0
21.17185,baseline_llm,15.5,25.3,12.5
13.8049,baseline_llm,-1.0,34.5,12.5
14.64375,baseline_llm,11.5,15.3,13.5
84.108,baseline_llm,90.0,105.3,-1.0
90.3812,baseline_llm,216.0,55.5,48.5
143.055,baseline_llm,-1.0,66.5,120.0
18.9354,baseline_llm,6.6,5.3,5.0
0.0,baseline_llm,-1.0,22.6,0.0
