gt,method,gpt-3.5-turbo,alpaca-native,medalpaca-7b
24.5203,baseline_llm,27.5,15.3,15.3
1.2285,baseline_llm,1.1,15.3,10.5
1.323945,baseline_llm,-1.0,0.0,-1.0
22.372700000000002,baseline_llm,32.0,21.35,28.0
31.72,baseline_llm,32.5,35.5,30.5
34.73,baseline_llm,27.5,15.3,16.5
0.0,baseline_llm,-1.0,0.0,0.0
87.3126,baseline_llm,128.0,45.3,34.5
0.1495,baseline_llm,-1.0,0.0,0.0
0.0,baseline_llm,0.0,0.0,0.0
0.0,baseline_llm,0.0,0.0,0.0
0.0,baseline_llm,-1.0,0.0,0.0
7.6845,baseline_llm,22.5,27.3,22.5
0.1587,baseline_llm,-1.0,15.3,1.5
0.0,baseline_llm,0.0,0.0,0.0
34.0847,baseline_llm,41.6,21.3,24.5
14.7,baseline_llm,5.0,15.35,12.5
6.1776,baseline_llm,5.4,5.3,0.0
15.152,baseline_llm,12.3,25.3,22.5
14.825,baseline_llm,21.6,15.3,12.5
48.702,baseline_llm,35.6,25.3,38.5
1.53321,baseline_llm,3.5,24.8,1.5
5.9576,baseline_llm,-1.0,27.3,27.5
15.1368,baseline_llm,15.0,53.8,24.0
0.0,baseline_llm,-1.0,-1.0,-1.0
0.0,baseline_llm,0.0,0.0,-1.0
0.0,baseline_llm,-1.0,0.0,0.0
0.0,baseline_llm,0.0,15.3,0.2
50.9712,baseline_llm,44.0,39.6,38.5
13.04,baseline_llm,-1.0,27.3,24.5
13.6188,baseline_llm,30.0,20.3,12.5
0.0,baseline_llm,0.0,0.0,0.0
3.20112,baseline_llm,3.5,15.3,0.0
32.2072,baseline_llm,-1.0,34.6,24.5
21.0455,baseline_llm,-1.0,21.3,24.0
0.0,baseline_llm,-1.0,0.0,-1.0
17.496,baseline_llm,8.0,15.3,12.5
29.2704,baseline_llm,240.0,32.6,38.5
12.0225,baseline_llm,6.8,15.3,10.5
18.7418,baseline_llm,17.5,27.3,13.5
30.6936,baseline_llm,-1.0,45.3,24.5
0.38880000000000003,baseline_llm,2.2,23.8,12.5
18.432,baseline_llm,-1.0,0.0,-1.0
0.0,baseline_llm,-1.0,0.0,0.0
2.0435,baseline_llm,3.5,24.8,-1.0
40.3704,baseline_llm,-1.0,22.3,-1.0
7.6275,baseline_llm,-1.0,15.3,10.5
0.0,baseline_llm,-1.0,0.0,0.0
25.1769,baseline_llm,25.2,23.3,24.5
15.7716,baseline_llm,-1.0,25.3,12.5
151.108,baseline_llm,160.0,15.3,45.5
47.6526,baseline_llm,-1.0,24.3,12.5
18.435,baseline_llm,11.5,21.3,14.5
0.0,baseline_llm,-1.0,0.0,-1.0
0.0,baseline_llm,-1.0,0.0,-1.0
0.994,baseline_llm,-1.0,25.3,25.3
0.0,baseline_llm,-1.0,0.0,-1.0
39.06,baseline_llm,-1.0,25.3,24.5
0.0,baseline_llm,0.0,0.0,0.0
49.5264,baseline_llm,-1.0,27.3,25.3
0.0,baseline_llm,-1.0,-1.0,-1.0
0.292,baseline_llm,-1.0,0.0,0.0
0.034,baseline_llm,0.0,25.3,10.5
19.619,baseline_llm,12.5,25.3,-1.0
41.064,baseline_llm,-1.0,45.5,44.5
24.84,baseline_llm,-1.0,15.3,0.0
0.0,baseline_llm,-1.0,0.0,0.0
10.0602,baseline_llm,-1.0,15.3,0.0
4.2368,baseline_llm,17.5,15.3,16.6
5.21,baseline_llm,-1.0,34.6,34.5
31.688,baseline_llm,-1.0,24.8,18.5
47.313,baseline_llm,52.0,28.8,32.5
1.2825,baseline_llm,-1.0,22.3,12.5
2.06485,baseline_llm,3.6,24.8,24.4
0.0,baseline_llm,-1.0,0.0,0.0
0.0,baseline_llm,-1.0,0.0,-1.0
39.7826,baseline_llm,-1.0,0.0,0.0
12.5097,baseline_llm,-1.0,29.3,24.5
11.468,baseline_llm,-1.0,22.3,24.5
26.433,baseline_llm,28.5,25.3,24.5
45.0475,baseline_llm,24.6,25.3,26.5
13.9008,baseline_llm,-1.0,28.5,24.5
61.0946,baseline_llm,-1.0,55.5,64.5
46.025,baseline_llm,-1.0,45.3,44.5
48.07,baseline_llm,-1.0,32.5,28.5
25.0157,baseline_llm,37.0,21.3,27.0
2.3177,baseline_llm,-1.0,0.0,-1.0
4.6494,baseline_llm,20.0,15.3,12.5
3.6243625,baseline_llm,7.5,24.4,24.0
168.4464,baseline_llm,-1.0,55.5,30.0
0.9766,baseline_llm,-1.0,25.3,24.4
2.543,baseline_llm,-1.0,55.5,-1.0
2.3035,baseline_llm,0.0,15.3,1.5
2.628,baseline_llm,0.0,14.2,12.6
1.8288000000000002,baseline_llm,-1.0,-1.0,-1.0
0.0,baseline_llm,0.0,0.0,0.0
1.026,baseline_llm,-1.0,15.3,0.0
0.085,baseline_llm,0.0,0.0,0.0
0.0,baseline_llm,-1.0,0.0,-1.0
4.5185,baseline_llm,37.2,35.3,35.5
2.1,baseline_llm,6.5,15.3,12.5
23.067,baseline_llm,22.0,15.3,28.0
39.907,baseline_llm,-1.0,27.3,24.5
49.775,baseline_llm,53.2,25.3,32.5
15.874600000000001,baseline_llm,-1.0,15.0,0.0
26.865,baseline_llm,-1.0,-1.0,-1.0
0.45927,baseline_llm,0.0,15.3,12.5
49.15,baseline_llm,-1.0,29.5,32.5
0.0,baseline_llm,-1.0,15.5,0.0
16.575,baseline_llm,15.5,25.3,20.0
3.27726,baseline_llm,14.5,15.3,10.0
0.0,baseline_llm,0.0,0.0,-1.0
1.94256,baseline_llm,2.1,24.4,-1.0
55.7776,baseline_llm,36.5,66.5,34.5
0.0,baseline_llm,0.0,0.0,0.0
127.072,baseline_llm,-1.0,27.3,27.5
0.0,baseline_llm,-1.0,0.0,0.0
1.778,baseline_llm,-1.0,22.3,-1.0
0.0,baseline_llm,-1.0,0.0,-1.0
14.5264,baseline_llm,-1.0,-1.0,-1.0
43.686,baseline_llm,30.0,15.3,30.0
0.0,baseline_llm,-1.0,-1.0,-1.0
11.1294,baseline_llm,-1.0,45.3,-1.0
5.79018,baseline_llm,-1.0,27.3,24.5
2.5475,baseline_llm,-1.0,25.3,-1.0
49.084,baseline_llm,-1.0,55.8,44.5
46.8872,baseline_llm,45.0,21.3,22.5
0.392675,baseline_llm,0.0,0.0,0.0
0.0,baseline_llm,-1.0,0.0,0.0
67.1416666667,baseline_llm,58.0,21.35,44.5
9.6195,baseline_llm,10.0,27.3,22.5
0.0,baseline_llm,-1.0,0.0,-1.0
50.8648,baseline_llm,-1.0,54.5,34.5
6.2864,baseline_llm,29.5,27.3,24.5
68.6691,baseline_llm,-1.0,67.5,38.5
7.6614,baseline_llm,9.5,24.3,0.0
19.9165,baseline_llm,-1.0,22.3,-1.0
9.96219,baseline_llm,-1.0,15.3,1.5
34.0515,baseline_llm,32.0,21.3,32.5
0.0,baseline_llm,-1.0,0.0,0.0
0.0,baseline_llm,-1.0,0.0,0.0
22.104,baseline_llm,-1.0,15.0,-1.0
0.0,baseline_llm,-1.0,15.3,0.0
34.4052,baseline_llm,-1.0,34.6,32.5
33.264,baseline_llm,-1.0,55.5,64.5
27.3024,baseline_llm,-1.0,45.3,34.5
3.3373,baseline_llm,7.5,15.0,10.0
1.125,baseline_llm,-1.0,22.35,-1.0
0.0,baseline_llm,0.0,0.0,0.0
0.0,baseline_llm,0.0,15.3,0.0
0.0,baseline_llm,3.8,14.7,10.0
1.5048,baseline_llm,-1.0,29.3,-1.0
132.7544,baseline_llm,-1.0,32.5,120.0
112.832,baseline_llm,-1.0,15.3,0.0
1.7025000000000001,baseline_llm,-1.0,27.3,-1.0
1.08,baseline_llm,-1.0,0.0,0.0
3.1124,baseline_llm,26.5,26.5,24.4
52.496,baseline_llm,53.9,27.3,32.5
28.207,baseline_llm,-1.0,22.3,24.5
170.2021,baseline_llm,-1.0,32.6,38.0
13.266,baseline_llm,15.0,22.3,24.5
0.0,baseline_llm,-1.0,15.3,0.0
1.4015,baseline_llm,-1.0,0.0,0.0
3.91545,baseline_llm,3.5,2.8,1.5
0.5672,baseline_llm,-1.0,15.3,-1.0
12.7064,baseline_llm,24.5,27.3,24.5
14.4194,baseline_llm,35.5,20.3,12.5
0.0,baseline_llm,0.0,0.0,0.0
17.0425,baseline_llm,-1.0,22.3,34.5
1.7422,baseline_llm,3.7,0.0,-1.0
2.00385,baseline_llm,-1.0,15.3,-1.0
0.0,baseline_llm,0.0,0.0,0.0
0.7792,baseline_llm,-1.0,34.8,12.5
0.216,baseline_llm,0.0,0.0,0.0
42.757,baseline_llm,-1.0,45.3,34.5
2.20565,baseline_llm,3.5,15.3,1.5
9.373,baseline_llm,15.0,28.3,22.5
4.1712,baseline_llm,8.0,15.0,14.3
3.3,baseline_llm,-1.0,22.6,-1.0
0.0,baseline_llm,0.0,0.0,0.0
12.985,baseline_llm,11.7,10.8,-1.0
6.5598,baseline_llm,-1.0,25.3,-1.0
115.9236,baseline_llm,-1.0,35.3,42.5
104.265,baseline_llm,120.0,45.5,22.5
30.8096,baseline_llm,20.8,5.3,24.5
0.0,baseline_llm,-1.0,0.0,-1.0
0.0,baseline_llm,-1.0,0.0,0.0
5.5388,baseline_llm,5.5,5.3,5.6
98.943,baseline_llm,48.6,24.8,28.5
0.50024,baseline_llm,0.0,0.0,-1.0
18.1425,baseline_llm,18.6,21.3,24.5
17.2256,baseline_llm,14.7,15.3,12.5
25.3506,baseline_llm,-1.0,29.5,24.5
12.162,baseline_llm,16.0,15.3,16.5
25.998,baseline_llm,-1.0,32.5,34.5
0.0,baseline_llm,0.0,15.35,-1.0
0.0,baseline_llm,0.0,0.0,0.0
4.4247,baseline_llm,-1.0,14.95,-1.0
0.0,baseline_llm,0.0,0.0,0.0
22.54,baseline_llm,29.0,26.3,34.5
24.192,baseline_llm,30.0,29.5,24.5
0.8024,baseline_llm,0.0,0.0,0.0
48.5245,baseline_llm,-1.0,24.5,12.5
0.0,baseline_llm,0.0,0.0,0.0
11.01,baseline_llm,-1.0,29.5,10.5
40.6224,baseline_llm,45.5,55.5,44.5
0.0085,baseline_llm,-1.0,0.0,0.0
8.494,baseline_llm,13.5,15.3,14.5
1.2146,baseline_llm,-1.0,0.0,-1.0
121.6261,baseline_llm,122.4,55.5,58.5
31.3896,baseline_llm,36.5,32.6,38.5
31.79,baseline_llm,-1.0,15.3,24.5
21.91455,baseline_llm,-1.0,5.3,0.0
28.944,baseline_llm,-1.0,55.5,64.5
49.5397,baseline_llm,-1.0,32.5,34.5
4.52788,baseline_llm,-1.0,15.3,10.5
0.0,baseline_llm,-1.0,-1.0,-1.0
10.9088,baseline_llm,14.4,15.3,0.0
1.15857,baseline_llm,-1.0,-1.0,-1.0
114.1371,baseline_llm,47.6,21.3,26.5
64.313,baseline_llm,-1.0,45.3,30.0
0.253,baseline_llm,-1.0,0.0,-1.0
0.0,baseline_llm,-1.0,15.3,0.0
63.873,baseline_llm,-1.0,27.3,24.0
12.8935,baseline_llm,-1.0,25.3,10.0
33.405,baseline_llm,44.9,15.3,14.5
0.0,baseline_llm,-1.0,0.0,0.0
86.986,baseline_llm,96.0,55.5,44.5
31.5085,baseline_llm,12.0,5.3,22.5
3.95304,baseline_llm,6.6,15.0,12.5
48.412,baseline_llm,29.6,21.3,35.5
0.042374999999999996,baseline_llm,0.0,0.0,0.0
53.4776,baseline_llm,-1.0,54.5,24.5
38.4507,baseline_llm,45.0,34.6,24.5
4.464,baseline_llm,-1.0,22.3,14.5
1.9845000000000002,baseline_llm,-1.0,22.3,15.0
288.9702,baseline_llm,-1.0,32.6,30.0
2.436,baseline_llm,1.5,15.3,0.0
7.7478,baseline_llm,7.2,15.3,12.5
68.987,baseline_llm,30.0,24.3,24.5
8.9019,baseline_llm,9.3,15.3,12.5
38.3684,baseline_llm,24.0,25.3,-1.0
63.24,baseline_llm,-1.0,35.6,34.5
0.0,baseline_llm,-1.0,-1.0,-1.0
2.862,baseline_llm,-1.0,45.3,34.5
10.3983,baseline_llm,-1.0,34.6,-1.0
0.3824,baseline_llm,-1.0,5.3,3.5
7.876,baseline_llm,8.9,15.3,12.5
0.245,baseline_llm,-1.0,15.3,0.2
9.4924,baseline_llm,-1.0,55.8,38.5
3.0120089286,baseline_llm,0.0,0.0,0.0
13.986,baseline_llm,6.8,24.8,12.5
12.4872,baseline_llm,-1.0,25.3,10.5
38.5518,baseline_llm,-1.0,55.5,-1.0
0.0,baseline_llm,-1.0,0.0,-1.0
5.8056,baseline_llm,-1.0,14.2,-1.0
0.0,baseline_llm,-1.0,35.3,-1.0
22.253,baseline_llm,22.5,31.6,34.5
3.58834,baseline_llm,8.5,25.3,34.5
0.0481666667,baseline_llm,0.0,0.0,-1.0
2.4,baseline_llm,-1.0,24.6,24.5
0.0,baseline_llm,-1.0,-1.0,-1.0
33.0,baseline_llm,30.6,25.3,30.0
12.88,baseline_llm,22.5,22.3,22.5
18.5556,baseline_llm,40.0,21.35,24.0
132.48,baseline_llm,93.2,32.5,64.5
20.268,baseline_llm,21.5,28.5,34.5
91.84,baseline_llm,-1.0,29.3,64.5
1.988,baseline_llm,-1.0,15.5,22.5
0.0,baseline_llm,-1.0,0.0,0.0
31.6092,baseline_llm,-1.0,35.6,24.5
12.138,baseline_llm,10.5,15.3,-1.0
2.891,baseline_llm,-1.0,15.3,12.5
0.0,baseline_llm,-1.0,-1.0,-1.0
12.298,baseline_llm,-1.0,25.3,20.0
22.044,baseline_llm,6.5,15.3,5.3
0.0,baseline_llm,0.0,0.0,0.0
14.31,baseline_llm,6.6,15.3,12.5
9.5914,baseline_llm,-1.0,25.3,24.5
0.426,baseline_llm,2.5,0.0,0.0
38.8325,baseline_llm,36.0,26.5,24.5
2.9715,baseline_llm,10.0,15.3,12.5
28.0623,baseline_llm,26.5,15.0,17.5
1.4849999999999999,baseline_llm,5.5,15.3,-1.0
50.955,baseline_llm,45.8,45.3,45.5
9.8336,baseline_llm,-1.0,25.3,15.5
0.0,baseline_llm,-1.0,0.0,-1.0
12.922,baseline_llm,-1.0,21.3,24.5
18.366,baseline_llm,-1.0,22.6,32.5
2.0655,baseline_llm,12.5,15.3,12.5
44.748,baseline_llm,-1.0,35.3,24.5
7.904,baseline_llm,5.2,15.3,-1.0
25.4436,baseline_llm,42.0,55.5,54.5
23.586,baseline_llm,-1.0,22.3,24.5
29.898,baseline_llm,24.0,27.3,27.5
10.57455,baseline_llm,23.5,22.6,24.5
52.155,baseline_llm,-1.0,22.3,24.5
0.0,baseline_llm,-1.0,15.3,-1.0
63.693,baseline_llm,-1.0,54.5,34.5
22.221,baseline_llm,36.0,45.3,30.0
21.1116,baseline_llm,-1.0,25.3,24.5
44.0,baseline_llm,35.2,22.3,30.0
32.868,baseline_llm,-1.0,0.0,-1.0
38.683,baseline_llm,41.6,29.8,24.5
10.23,baseline_llm,1.1,15.3,0.0
48.348,baseline_llm,53.2,154.5,45.0
1.5065,baseline_llm,27.5,34.6,34.5
54.6876,baseline_llm,-1.0,62.5,54.5
10.642,baseline_llm,8.4,3.5,-1.0
19.97,baseline_llm,-1.0,25.3,-1.0
46.85,baseline_llm,-1.0,55.5,48.5
14.28,baseline_llm,36.5,27.6,22.5
2.42676,baseline_llm,2.0,15.0,0.2
31.124,baseline_llm,-1.0,34.3,34.5
0.0,baseline_llm,-1.0,0.0,0.0
19.53,baseline_llm,41.6,21.8,24.5
47.67,baseline_llm,25.2,31.0,17.5
19.355,baseline_llm,-1.0,-1.0,-1.0
25.926,baseline_llm,30.0,34.6,24.5
9.888,baseline_llm,-1.0,4.9,0.0
0.1734,baseline_llm,0.0,0.0,17.6
0.21,baseline_llm,3.5,24.7,-1.0
6.84,baseline_llm,-1.0,15.3,-1.0
0.009000000000000001,baseline_llm,-1.0,15.3,0.0
26.46,baseline_llm,-1.0,22.3,-1.0
0.0,baseline_llm,0.0,0.0,0.0
9.5658,baseline_llm,-1.0,12.6,5.5
6.37,baseline_llm,2.0,15.3,0.0
50.5856,baseline_llm,42.6,29.5,34.5
15.933,baseline_llm,-1.0,15.35,-1.0
31.0624,baseline_llm,27.0,34.5,27.3
19.4432,baseline_llm,-1.0,15.3,-1.0
35.376,baseline_llm,-1.0,45.3,30.5
48.9826,baseline_llm,30.0,24.6,24.0
0.0,baseline_llm,0.0,15.3,0.0
20.1852,baseline_llm,30.5,21.8,26.5
0.0,baseline_llm,0.0,15.3,14.5
22.326,baseline_llm,20.5,34.8,14.5
15.534,baseline_llm,21.2,25.3,12.5
4.0115,baseline_llm,0.0,39.6,39.5
6.235,baseline_llm,20.5,45.3,24.5
0.0,baseline_llm,-1.0,-1.0,-1.0
30.2318,baseline_llm,29.8,25.3,34.5
13.408,baseline_llm,13.4,29.3,24.5
0.0,baseline_llm,-1.0,22.6,0.0
126.36,baseline_llm,47.6,21.3,23.5
7.62,baseline_llm,-1.0,23.3,2.5
24.8009,baseline_llm,24.0,28.3,24.5
0.0,baseline_llm,-1.0,0.0,-1.0
30.54,baseline_llm,-1.0,34.6,54.5
0.0,baseline_llm,-1.0,15.3,0.0
2.5668,baseline_llm,7.5,24.4,24.0
1.12,baseline_llm,-1.0,34.6,24.5
14.812,baseline_llm,-1.0,29.3,14.5
2.3223000000000003,baseline_llm,-1.0,22.3,22.5
45.738,baseline_llm,-1.0,55.5,64.5
0.0,baseline_llm,-1.0,0.0,-1.0
0.0,baseline_llm,0.0,0.0,0.0
24.102,baseline_llm,-1.0,23.3,100.0
135.171,baseline_llm,-1.0,55.8,100.0
4.818,baseline_llm,3.7,0.0,-1.0
1.82,baseline_llm,-1.0,0.0,-1.0
29.4224,baseline_llm,-1.0,25.3,30.0
26.2656,baseline_llm,45.0,24.6,-1.0
2.016,baseline_llm,-1.0,45.3,24.5
0.54,baseline_llm,-1.0,0.0,-1.0
3.49508,baseline_llm,52.0,21.3,28.0
7.305,baseline_llm,-1.0,10.5,4.5
2.13195,baseline_llm,11.2,15.3,0.0
39.816,baseline_llm,60.0,29.5,120.0
19.474,baseline_llm,15.0,29.3,30.0
11.018,baseline_llm,-1.0,27.3,24.5
5.1641,baseline_llm,-1.0,55.5,30.0
7.191,baseline_llm,14.5,55.8,42.5
15.6288,baseline_llm,12.0,29.3,22.5
23.2142,baseline_llm,-1.0,45.3,44.5
7.8,baseline_llm,4.2,0.0,-1.0
42.165,baseline_llm,-1.0,32.6,32.5
43.1409,baseline_llm,45.5,55.5,34.5
0.0,baseline_llm,-1.0,0.0,-1.0
0.0,baseline_llm,-1.0,25.3,0.0
0.0,baseline_llm,-1.0,-1.0,-1.0
32.476,baseline_llm,24.0,21.35,32.5
10.59,baseline_llm,-1.0,29.3,120.0
4.2035,baseline_llm,-1.0,25.3,0.0
0.0,baseline_llm,-1.0,0.0,0.0
0.0,baseline_llm,0.0,0.0,-1.0
0.0,baseline_llm,0.0,0.0,-1.0
0.0,baseline_llm,-1.0,0.0,-1.0
27.825,baseline_llm,36.5,34.3,24.5
85.5,baseline_llm,13.5,27.3,12.5
13.839,baseline_llm,14.9,15.3,22.5
32.0572,baseline_llm,45.6,55.5,24.5
0.0,baseline_llm,0.0,0.0,-1.0
10.6352,baseline_llm,4.2,0.0,-1.0
223.4873,baseline_llm,-1.0,42.2,38.5
0.0,baseline_llm,-1.0,0.0,-1.0
6.24,baseline_llm,-1.0,21.3,20.0
38.369,baseline_llm,34.0,35.5,32.5
4.62,baseline_llm,-1.0,29.3,2.5
2.05504,baseline_llm,-1.0,20.0,0.0
0.0,baseline_llm,0.0,0.0,-1.0
43.2294,baseline_llm,-1.0,55.5,54.5
37.7153,baseline_llm,-1.0,54.8,24.5
3.0659,baseline_llm,11.5,15.0,12.5
0.0,baseline_llm,-1.0,1.3,0.0
7.65,baseline_llm,-1.0,45.5,12.5
27.3175,baseline_llm,-1.0,45.3,38.5
9.373,baseline_llm,-1.0,24.8,-1.0
27.7095,baseline_llm,24.0,24.3,27.0
0.0,baseline_llm,-1.0,0.0,0.0
0.0,baseline_llm,0.0,0.0,-1.0
1.879605,baseline_llm,2.1,15.3,1.5
10.88,baseline_llm,-1.0,15.3,-1.0
0.7055,baseline_llm,-1.0,25.3,-1.0
0.0,baseline_llm,-1.0,0.0,0.0
3.4768,baseline_llm,0.0,15.3,0.0
