gt,method,gpt-3.5-turbo,alpaca-native,medalpaca-7b
16.82,baseline_llm,34.8,40.0,40.0
11.625,baseline_llm,12.9,15.0,15.0
5.112,baseline_llm,18.6,34.2,64.5
2.418,baseline_llm,-1.0,10.0,10.0
20.3585,baseline_llm,-1.0,95.0,0.0
26.25,baseline_llm,4.0,24.8,52.5
24.585,baseline_llm,22.5,34.5,32.5
20.8325,baseline_llm,-1.0,55.3,50.0
0.895,baseline_llm,-1.0,25.3,0.0
11.428,baseline_llm,11.0,20.0,28.5
0.0,baseline_llm,0.0,0.0,0.0
12.5,baseline_llm,-1.0,20.0,0.0
6.509,baseline_llm,-1.0,115.0,0.0
11.6875,baseline_llm,13.8,55.0,55.0
48.0025,baseline_llm,47.8,15.5,65.0
26.67,baseline_llm,-1.0,75.0,75.0
0.0,baseline_llm,0.0,35.0,35.0
0.0,baseline_llm,15.0,15.0,15.0
2.214,baseline_llm,15.0,34.5,0.0
66.664,baseline_llm,64.0,24.5,80.0
0.0,baseline_llm,15.0,15.0,0.0
16.5,baseline_llm,28.6,26.5,24.5
7.5,baseline_llm,-1.0,25.3,25.0
44.331,baseline_llm,45.0,26.5,68.5
26.668,baseline_llm,26.0,40.0,40.0
40.0,baseline_llm,36.5,15.55,48.5
4.511,baseline_llm,8.45,15.8,16.5
80.75,baseline_llm,22.1,25.3,24.5
12.2535,baseline_llm,26.0,25.3,28.5
25.8685,baseline_llm,35.0,35.0,35.0
23.064,baseline_llm,-1.0,120.0,-1.0
11.2,baseline_llm,-1.0,40.0,40.0
11.5005,baseline_llm,-1.0,15.0,15.0
4.284,baseline_llm,-1.0,120.0,-1.0
20.7025,baseline_llm,-1.0,35.0,35.0
10.8325,baseline_llm,22.5,35.0,35.0
6.252,baseline_llm,14.4,15.0,22.0
0.0,baseline_llm,-1.0,25.3,24.5
31.665,baseline_llm,26.0,50.0,50.0
8.3325,baseline_llm,-1.0,28.3,25.3
66.781,baseline_llm,18.0,110.0,30.0
12.632,baseline_llm,45.6,80.0,64.0
15.996,baseline_llm,-1.0,0.0,-1.0
4.9,baseline_llm,-1.0,35.0,35.0
1.3,baseline_llm,-1.0,10.0,10.0
80.3675,baseline_llm,-1.0,26.2,36.0
31.356,baseline_llm,-1.0,34.5,120.0
56.25,baseline_llm,-1.0,24.5,22.5
3.066,baseline_llm,26.0,105.0,0.0
13.932,baseline_llm,39.6,90.0,120.0
8.965,baseline_llm,16.0,24.5,24.5
15.3295,baseline_llm,6.9,115.0,-1.0
0.0,baseline_llm,0.0,0.0,0.0
51.247,baseline_llm,-1.0,21.35,38.5
9.888,baseline_llm,17.4,34.5,32.5
2.275,baseline_llm,2.0,26.5,28.5
3.0,baseline_llm,2.0,30.0,0.0
3.3915,baseline_llm,1.2,95.0,95.0
7.373,baseline_llm,40.0,10.0,64.0
27.432,baseline_llm,-1.0,27.3,68.5
2.666,baseline_llm,-1.0,0.0,-1.0
22.998,baseline_llm,30.0,24.8,28.0
5.5005,baseline_llm,-1.0,15.0,0.0
8.911,baseline_llm,-1.0,95.0,-1.0
1.7850000000000001,baseline_llm,-1.0,15.5,22.5
1.071,baseline_llm,1.0,25.3,12.0
6.3,baseline_llm,-1.0,45.3,24.5
3.4,baseline_llm,0.0,26.5,0.0
38.051,baseline_llm,-1.0,65.0,65.0
74.129,baseline_llm,-1.0,55.8,68.0
4.9115,baseline_llm,13.2,55.0,55.0
6.54,baseline_llm,-1.0,120.0,120.0
21.359,baseline_llm,25.0,65.0,65.0
0.0,baseline_llm,0.0,15.0,15.0
64.561,baseline_llm,-1.0,54.5,115.0
84.997,baseline_llm,22.5,34.3,64.0
4.779,baseline_llm,7.5,30.0,30.0
6.1875,baseline_llm,13.2,15.0,24.5
7.105,baseline_llm,16.8,25.3,24.5
15.0,baseline_llm,-1.0,26.25,75.0
58.834,baseline_llm,52.9,115.0,115.0
1.166,baseline_llm,-1.0,20.0,0.0
5.059,baseline_llm,36.0,10.0,22.5
22.957,baseline_llm,-1.0,45.5,54.5
16.0,baseline_llm,33.6,40.0,40.0
36.426,baseline_llm,33.6,60.0,60.0
28.126,baseline_llm,30.1,35.0,50.5
34.2,baseline_llm,38.0,45.0,45.0
17.001,baseline_llm,-1.0,45.0,25.3
14.053,baseline_llm,28.0,24.5,24.0
27.696,baseline_llm,24.0,24.8,80.0
35.0,baseline_llm,24.0,21.35,30.0
71.58,baseline_llm,-1.0,120.0,60.0
52.5,baseline_llm,52.5,105.0,-1.0
22.605,baseline_llm,45.0,26.25,75.0
1.5,baseline_llm,-1.0,15.3,0.0
45.5,baseline_llm,42.0,28.5,68.5
52.5,baseline_llm,-1.0,105.0,105.0
67.86,baseline_llm,18.75,75.0,75.0
12.996,baseline_llm,-1.0,34.2,36.0
0.0,baseline_llm,-1.0,15.0,15.0
3.0905,baseline_llm,-1.0,35.0,35.0
35.552,baseline_llm,-1.0,24.5,68.5
5.484,baseline_llm,20.0,20.0,20.0
0.0,baseline_llm,-1.0,50.0,0.0
8.75,baseline_llm,-1.0,35.0,35.0
2.856,baseline_llm,2.0,27.6,24.0
5.157,baseline_llm,6.6,15.5,0.0
16.6345,baseline_llm,40.5,85.0,85.0
95.0,baseline_llm,-1.0,95.0,95.0
18.161,baseline_llm,-1.0,22.3,24.5
7.632,baseline_llm,7.0,10.0,28.0
9.6435,baseline_llm,-1.0,15.0,150.0
20.519,baseline_llm,22.1,85.0,85.0
5.592,baseline_llm,23.4,15.3,60.0
1.1440000000000001,baseline_llm,13.8,15.3,48.5
16.664,baseline_llm,-1.0,24.6,24.5
6.7305,baseline_llm,-1.0,15.0,45.0
26.25,baseline_llm,41.3,75.0,75.0
4.572,baseline_llm,20.0,12.5,12.0
19.0,baseline_llm,-1.0,95.0,-1.0
35.9375,baseline_llm,-1.0,34.5,38.5
1.516,baseline_llm,-1.0,20.0,20.0
8.436,baseline_llm,-1.0,30.0,28.5
8.158,baseline_llm,-1.0,10.0,10.0
1.8900000000000001,baseline_llm,-1.0,70.0,70.0
6.252,baseline_llm,-1.0,24.6,20.0
58.1625,baseline_llm,53.6,75.0,75.0
30.0,baseline_llm,39.6,15.0,60.0
0.5710000000000001,baseline_llm,-1.0,25.3,12.5
28.964,baseline_llm,24.0,40.0,40.0
0.714,baseline_llm,-1.0,10.0,2.4
