gt,method,gpt-3.5-turbo,alpaca-native,medalpaca-7b
56.4732,cot_llm,72.0,7.67,56.0
0.0,cot_llm,0.0,0.0,0.0
25.92,cot_llm,24.0,22.0,2.0
0.0,cot_llm,0.0,7.0,50.0
44.5828,cot_llm,20.0,37.5,31.1
120.102,cot_llm,135.0,33.0,88.0
0.0,cot_llm,0.0,11.0,6.0
16.1865,cot_llm,18.5,22.5,7.5
0.2096666667,cot_llm,0.0,0.0,4.0
0.0,cot_llm,0.0,0.0,0.0
47.718,cot_llm,84.0,6.0,3.0
53.9784,cot_llm,54.0,5.1,28.0
41.444865,cot_llm,0.0,1.0,0.0
0.0,cot_llm,0.0,14.0,0.0
34.47,cot_llm,24.0,0.0,0.0
49.4991,cot_llm,72.0,15.0,36.0
74.4,cot_llm,54.0,54.0,60.0
67.524,cot_llm,-1.0,0.0,0.0
17.9751,cot_llm,15.0,22.0,20.0
0.0,cot_llm,0.0,0.0,24.0
127.998,cot_llm,108.0,66.5,30.0
18.207,cot_llm,0.0,39.0,0.0
2.189,cot_llm,2.0,0.0,0.0
1.1475,cot_llm,0.0,5.0,0.0
8.788,cot_llm,20.0,15.0,2.0
69.0368,cot_llm,80.0,90.0,60.0
80.032,cot_llm,80.0,66.5,86.5
58.8318,cot_llm,30.0,22.0,23.0
1.8711000000000002,cot_llm,0.0,3.0,0.0
35.868,cot_llm,36.0,24.0,36.0
14.61,cot_llm,4.6,11.0,12.0
0.8122275,cot_llm,4.0,2.5,-1.0
0.09040000000000001,cot_llm,0.0,0.0,0.0
50.082,cot_llm,51.0,0.0,0.0
7.595,cot_llm,6.0,13.0,1.0
91.3472,cot_llm,108.0,65.0,28.0
83.5605,cot_llm,90.0,200.5,108.0
147.2625,cot_llm,90.0,40.0,88.0
33.0304,cot_llm,30.0,50.0,90.0
9.7438,cot_llm,15.0,27.0,12.0
0.0070833333,cot_llm,0.0,0.0,0.0
0.0,cot_llm,0.0,0.0,0.0
105.777,cot_llm,81.0,3.0,22.0
88.244,cot_llm,30.0,42.0,40.0
41.118,cot_llm,18.0,12.5,110.0
73.575,cot_llm,36.0,15.0,130.0
0.021500000000000002,cot_llm,0.0,15.0,100.0
34.608,cot_llm,36.0,15.0,21.0
13.7145,cot_llm,7.5,12.5,15.0
79.6192,cot_llm,66.0,43.0,60.0
36.304,cot_llm,50.0,64.0,30.0
0.0,cot_llm,0.0,6.5,0.0
14.987,cot_llm,10.0,11.0,6.0
1.18627,cot_llm,1.05,15.0,0.0
360.249,cot_llm,45.0,45.0,45.0
29.9008,cot_llm,32.0,17.05,60.0
14.496,cot_llm,13.5,24.0,36.0
8.2128,cot_llm,10.4,24.0,12.0
20.52,cot_llm,8.3,23.0,36.8
23.652,cot_llm,57.0,42.0,51.0
0.0,cot_llm,0.0,14.0,-1.0
502.485,cot_llm,360.0,42.0,120.0
1.34976,cot_llm,1.1,15.0,0.0
21.716,cot_llm,5.5,15.0,12.0
3.06215,cot_llm,2.1,3.75,12.0
31.164,cot_llm,27.0,30.0,0.0
0.8843000000000001,cot_llm,1.75,6.5,-1.0
20.466,cot_llm,12.0,40.5,66.0
193.392,cot_llm,63.0,37.0,48.0
19.435,cot_llm,15.0,32.0,7.5
473.432,cot_llm,384.0,54.0,66.0
6.4032,cot_llm,4.0,12.0,12.0
9.504,cot_llm,24.0,30.0,12.0
6.748,cot_llm,0.0,0.0,0.0
0.37125,cot_llm,1.5,2.0,4.0
161.4996,cot_llm,27.0,45.0,132.0
4.6269,cot_llm,10.8,24.0,1.67
2.9145000000000003,cot_llm,3.6,13.0,24.0
9.52185,cot_llm,10.0,15.0,24.0
43.515,cot_llm,15.0,13.0,0.0
8.2674,cot_llm,16.0,27.0,28.0
4.061,cot_llm,6.0,0.45,1.0
0.0,cot_llm,0.0,13.0,12.0
0.0,cot_llm,0.0,0.0,0.0
0.0,cot_llm,0.0,14.6,12.0
0.0,cot_llm,0.0,54.0,0.0
0.3444525,cot_llm,1.5,0.0,0.0
101.616,cot_llm,72.0,30.0,96.0
24.353,cot_llm,24.0,32.0,24.0
5.292,cot_llm,3.0,27.0,30.0
0.0,cot_llm,0.0,0.0,0.0
205.9764,cot_llm,216.0,24.0,44.0
21.17185,cot_llm,12.0,37.0,30.0
13.8049,cot_llm,12.5,16.5,7.5
14.64375,cot_llm,8.5,7.5,22.0
84.108,cot_llm,54.0,30.0,48.8
90.3812,cot_llm,149.0,67.0,40.0
143.055,cot_llm,80.0,85.0,100.0
18.9354,cot_llm,8.0,5.0,5.0
0.0,cot_llm,0.0,15.0,20.0
