gt,method,gpt-3.5-turbo,alpaca-native,medalpaca-7b
52.63,cot_llm,-1.0,27.0,-1.0
64.06,cot_llm,-1.0,48.5,64.0
3.73,cot_llm,2.0,0.0,0.0
0.0,cot_llm,-1.0,0.0,-1.0
0.0,cot_llm,2.0,27.0,12.0
7.6,cot_llm,7.0,30.0,20.0
5.92,cot_llm,-1.0,24.0,28.0
9.86,cot_llm,3.0,24.0,0.0
15.75,cot_llm,36.0,66.5,58.0
52.17,cot_llm,50.0,27.0,24.0
55.0,cot_llm,-1.0,15.0,0.0
45.16,cot_llm,-1.0,15.0,0.0
88.89,cot_llm,-1.0,26.0,24.0
100.0,cot_llm,-1.0,0.0,0.0
33.33,cot_llm,-1.0,40.0,24.0
28.57,cot_llm,-1.0,0.0,0.0
3.66,cot_llm,10.0,24.0,64.0
65.37,cot_llm,54.0,29.0,29.0
15.93,cot_llm,-1.0,40.0,62.8
88.89,cot_llm,97.0,26.5,24.0
0.0,cot_llm,0.0,28.0,0.0
13.0,cot_llm,-1.0,0.0,0.0
5.025,cot_llm,20.0,24.0,24.0
0.0,cot_llm,20.0,37.5,52.0
74.97,cot_llm,-1.0,0.0,-1.0
0.34,cot_llm,0.0,0.0,0.0
7.49,cot_llm,6.8,0.0,0.0
0.03,cot_llm,4.0,24.0,0.0
19.07,cot_llm,20.0,22.0,22.0
13.33,cot_llm,-1.0,52.0,64.0
0.0,cot_llm,6.0,25.0,100.0
83.33,cot_llm,-1.0,0.0,25.0
42.6,cot_llm,40.0,27.2,28.0
49.6,cot_llm,45.0,12.0,24.0
27.43,cot_llm,-1.0,24.0,24.0
0.0,cot_llm,-1.0,100.0,100.0
63.33,cot_llm,30.0,25.0,100.0
0.0,cot_llm,0.0,0.0,0.0
27.27,cot_llm,45.0,40.0,50.0
0.0,cot_llm,-1.0,0.0,0.0
0.0,cot_llm,-1.0,26.0,0.0
16.81,cot_llm,36.0,36.75,48.5
75.0,cot_llm,-1.0,25.3,100.0
67.61,cot_llm,15.0,24.0,100.0
0.0,cot_llm,-1.0,24.0,0.0
90.0,cot_llm,-1.0,27.0,28.0
23.63,cot_llm,28.0,24.0,28.0
0.0,cot_llm,-1.0,37.0,22.0
2.17,cot_llm,0.0,0.0,0.0
53.57,cot_llm,64.0,15.0,100.0
3.8,cot_llm,5.0,0.0,18.0
5.63,cot_llm,-1.0,25.0,36.0
0.0,cot_llm,0.0,0.0,0.0
67.5,cot_llm,100.0,25.3,64.0
53.57,cot_llm,54.0,55.5,56.0
30.0,cot_llm,18.0,24.0,24.0
0.42,cot_llm,1.0,24.0,0.0
79.31,cot_llm,77.0,27.2,100.0
90.32,cot_llm,198.0,35.0,70.0
56.67,cot_llm,57.0,25.0,24.0
49.12,cot_llm,57.0,55.8,69.0
12.92,cot_llm,10.0,24.0,0.0
45.39,cot_llm,30.0,24.0,100.0
20.0,cot_llm,18.0,5.0,0.0
17.88,cot_llm,30.0,65.0,80.0
42.05,cot_llm,52.0,50.0,58.0
77.5,cot_llm,79.0,27.3,69.0
4.26,cot_llm,9.5,15.0,24.0
24.18,cot_llm,31.0,60.0,30.0
21.43,cot_llm,17.0,100.0,90.0
35.0,cot_llm,4.0,24.0,36.0
22.35,cot_llm,17.0,27.0,28.0
83.33,cot_llm,70.0,24.0,28.0
1.79,cot_llm,0.0,14.3,0.0
57.14,cot_llm,54.0,54.0,50.0
0.0,cot_llm,0.0,24.0,0.0
62.5,cot_llm,0.0,14.0,-1.0
5.66,cot_llm,0.0,22.6,10.0
21.25,cot_llm,20.0,25.0,26.0
73.85,cot_llm,71.0,15.0,28.0
35.56,cot_llm,46.0,55.8,69.0
0.0,cot_llm,0.0,34.0,24.0
0.0,cot_llm,0.0,0.0,0.0
2.46,cot_llm,15.0,24.0,0.0
83.33,cot_llm,63.0,26.0,50.0
0.0,cot_llm,0.0,0.0,0.0
15.0,cot_llm,25.0,25.3,28.0
30.0,cot_llm,8.0,10.0,100.0
63.33,cot_llm,60.0,25.0,28.0
66.67,cot_llm,68.0,27.0,28.0
80.0,cot_llm,45.0,15.5,22.0
6.94,cot_llm,8.0,15.0,20.0
95.0,cot_llm,18.0,26.0,24.0
11.67,cot_llm,12.0,25.0,36.0
73.91,cot_llm,23.0,26.5,28.0
19.22,cot_llm,3.6,0.0,0.0
28.0,cot_llm,20.0,62.0,54.0
76.67,cot_llm,71.0,27.0,50.0
3.5700000000000003,cot_llm,5.0,27.0,0.0
59.15,cot_llm,50.0,22.3,18.0
30.95,cot_llm,42.0,38.0,2000.0
10.42,cot_llm,8.2,26.0,30.0
0.0,cot_llm,0.0,0.0,0.0
63.33,cot_llm,60.0,27.6,28.0
33.33,cot_llm,12.0,24.0,0.0
60.71,cot_llm,54.0,1400.0,44.0
15.79,cot_llm,20.0,52.75,66.0
13.33,cot_llm,6.7,0.0,0.0
14.0,cot_llm,-1.0,25.0,0.0
13.0,cot_llm,-1.0,24.0,24.0
94.55,cot_llm,-1.0,0.0,0.0
26.13,cot_llm,20.0,29.0,-1.0
75.0,cot_llm,70.0,24.0,53.0
2.92,cot_llm,8.0,34.0,0.0
15.48,cot_llm,15.0,60.5,54.0
16.3,cot_llm,21.0,40.0,25.0
13.33,cot_llm,-1.0,0.0,100.0
0.0,cot_llm,0.0,0.0,0.0
73.21,cot_llm,75.0,45.6,50.0
8.24,cot_llm,17.0,18.2,28.0
4.55,cot_llm,8.0,19.0,0.0
10.0,cot_llm,20.0,14.0,100.0
3.5700000000000003,cot_llm,2.0,5.0,0.0
73.73,cot_llm,72.0,15.0,64.0
34.29,cot_llm,45.0,22.0,28.0
13.33,cot_llm,-1.0,0.0,0.0
38.33,cot_llm,-1.0,24.0,28.0
36.67,cot_llm,3.3,2.0,100.0
9.38,cot_llm,3.5,27.0,20.0
3.5700000000000003,cot_llm,6.0,15.0,0.0
3.5700000000000003,cot_llm,2.0,66.5,22.0
14.0,cot_llm,77.0,36.5,61.0
4.0,cot_llm,2.2,28.0,110.0
58.54,cot_llm,52.0,27.0,1110.0
67.39,cot_llm,15.0,27.0,28.0
8.93,cot_llm,19.0,26.5,28.0
5.45,cot_llm,3.0,14.0,0.0
32.86,cot_llm,24.0,48.0,43.0
0.0,cot_llm,1.1,15.0,6.0
56.14,cot_llm,50.0,27.0,24.0
77.27,cot_llm,-1.0,27.0,28.0
15.93,cot_llm,12.0,27.0,2400.0
11.25,cot_llm,10.4,26.0,26.0
10.15,cot_llm,26.0,25.3,62.0
20.0,cot_llm,76.0,15.0,27.0
51.16,cot_llm,46.0,55.5,69.0
5.83,cot_llm,-1.0,15.0,0.0
50.59,cot_llm,50.0,24.0,28.0
20.87,cot_llm,15.0,24.0,50.0
40.0,cot_llm,54.0,27.0,28.0
60.71,cot_llm,54.0,27.0,27.0
80.36,cot_llm,72.0,45.0,44.0
76.0,cot_llm,24.0,15.0,50.0
37.78,cot_llm,-1.0,25.3,0.0
12.22,cot_llm,-1.0,25.0,100.0
34.62,cot_llm,-1.0,11.0,28.0
50.0,cot_llm,45.0,24.0,24.0
59.65,cot_llm,45.0,27.0,28.0
50.0,cot_llm,60.0,50.0,69.0
30.14,cot_llm,20.0,24.0,28.0
10.0,cot_llm,0.0,15.5,0.0
65.0,cot_llm,60.0,32.0,28.0
50.0,cot_llm,14.0,24.0,22.0
90.48,cot_llm,20.0,24.0,30.0
10.83,cot_llm,-1.0,24.0,36.0
0.0,cot_llm,0.0,0.0,0.0
8.83,cot_llm,17.0,82.5,50.0
44.44,cot_llm,57.0,28.0,41.0
27.42,cot_llm,38.0,27.0,28.0
0.0,cot_llm,-1.0,0.0,0.0
25.0,cot_llm,-1.0,27.0,100.0
3.5700000000000003,cot_llm,2.0,27.0,10.0
5.73,cot_llm,4.8,14.0,12.0
19.57,cot_llm,26.0,29.0,30.0
100.0,cot_llm,36.0,20.0,0.0
16.51,cot_llm,26.0,40.5,30.0
76.32,cot_llm,84.0,24.0,100.0
64.29,cot_llm,60.0,27.0,60.0
24.14,cot_llm,20.0,24.0,24.0
9.32,cot_llm,15.0,34.0,32.0
2.08,cot_llm,10.0,24.0,32.0
20.83,cot_llm,15.0,24.0,24.0
44.87,cot_llm,45.0,34.0,100.0
35.0,cot_llm,20.0,27.0,54.0
11.43,cot_llm,22.0,24.0,28.0
20.0,cot_llm,-1.0,1.0,100.0
31.25,cot_llm,22.0,29.0,24.0
7.58,cot_llm,15.0,24.0,24.0
28.12,cot_llm,6.0,26.0,100.0
81.58,cot_llm,52.0,50.0,50.0
2.7,cot_llm,-1.0,27.0,24.0
5.21,cot_llm,-1.0,52.0,36.0
77.55,cot_llm,28.0,45.3,40.0
50.0,cot_llm,48.0,28.0,12.0
5.71,cot_llm,0.0,64.5,25.0
72.41,cot_llm,68.0,27.0,24.0
7.14,cot_llm,6.0,2.0,-1.0
